WP_002805124.1	lcl|Q31MI4-3.E.2.2.1	71.1	90.5	97.4	38	8.60e-15	59.7
WP_002805124.1	lcl|P62100-3.E.2.2.3	58.3	85.7	100	36	4.42e-10	47.8
WP_002805169.1	lcl|BAK19942-3.A.2.1.10	85.2	100	100	81	8.23e-39	123
WP_002805169.1	lcl|P21905-3.A.2.1.2	56.4	96.3	86.5	78	2.62e-18	71.6
WP_002805169.1	lcl|Q59166-3.A.2.1.5	52.7	91.4	89.0	74	4.15e-16	65.9
WP_002805169.1	lcl|Q467F4-3.A.2.1.12	46.6	90.1	80.2	73	5.21e-16	65.9
WP_002805169.1	lcl|BAK19936-3.A.2.1.9	43.6	96.3	81.3	78	2.38e-15	64.3
WP_002805533.1	lcl|P04997-3.E.2.2.1	86.4	99.7	99.4	359	5.63e-237	647
WP_002805533.1	lcl|P16033-3.E.2.2.2	84.4	99.4	98.9	358	4.42e-234	639
WP_002805533.1	lcl|P83755-3.E.2.2.3	80.2	96.9	98.6	349	3.38e-218	599
WP_002805533.1	lcl|P09192-3.E.2.2.2	33.2	83.6	84.4	304	2.73e-51	174
WP_002805533.1	lcl|P11005-3.E.2.2.1	32.9	83.6	84.4	304	2.08e-50	171
WP_002805661.1	lcl|P56780-3.E.2.2.3	53.3	90.9	80.8	60	5.83e-13	57.0
WP_002806020.1	lcl|Q8KPP3-3.E.2.2.1	67.9	95.1	94.0	78	8.73e-37	118
WP_002806020.1	lcl|Q3ZVB1-3.E.2.2.3	55.1	59.8	89.1	49	1.71e-13	58.5
WP_002806119.1	lcl|Q8KPP1-3.E.2.2.1	91.2	87.2	85.0	34	2.68e-15	60.8
WP_002806119.1	lcl|P60129-3.E.2.2.3	73.5	87.2	89.5	34	1.70e-11	51.2
WP_002807211.1	lcl|P56790-3.E.2.2.3	31.6	87.7	85.5	57	5.51e-04	33.9
WP_002807316.1	lcl|P11005-3.E.2.2.1	83.8	100	100	359	2.28e-229	627
WP_002807316.1	lcl|P09192-3.E.2.2.2	82.7	100	100	359	1.79e-226	620
WP_002807316.1	lcl|P56761-3.E.2.2.3	78.3	100	100	360	3.47e-215	591
WP_002807316.1	lcl|P04997-3.E.2.2.1	32.8	84.9	83.9	311	2.73e-48	166
WP_002807316.1	lcl|P83755-3.E.2.2.3	33.8	79.9	80.5	293	1.25e-47	164
WP_002807500.1	lcl|M2WX31-9.A.4.2.3	48.3	63.0	36.3	58	7.72e-14	62.4
WP_002807500.1	lcl|Q81WE1-9.A.4.2.1	47.1	73.9	77.0	68	3.87e-10	51.2
WP_002807500.1	lcl|S6A3A3-9.A.4.2.4	36.5	91.3	42.0	85	1.99e-04	37.7
WP_002807795.1	lcl|O97252-3.A.26.1.1	52.7	81.3	44.1	165	5.76e-50	165
WP_002807869.1	lcl|6NER_A-1.S.1.1.13	58.9	92.2	44.1	95	7.97e-26	95.1
WP_002807869.1	lcl|P0A1C7-1.S.1.1.1	58.0	85.4	92.6	88	1.75e-25	90.9
WP_002807869.1	lcl|WP_094276346.1-1.S.1.1.11	53.3	87.4	94.7	90	2.03e-24	88.2
WP_002807869.1	lcl|P0ABF4-1.S.1.1.2	54.5	85.4	89.7	88	8.90e-24	86.7
WP_002807869.1	lcl|P72760-1.S.1.1.7	52.8	85.4	80.2	89	9.81e-21	79.3
WP_002808065.1	lcl|Q6UKY4-3.D.1.6.4	48.6	88.6	54.7	70	2.35e-15	65.1
WP_002808065.1	lcl|O80800-3.D.1.6.3	50.7	89.9	56.3	71	4.50e-15	64.3
WP_002808065.1	lcl|8XQX_J-3.A.9.1.4	54.3	88.6	59.0	70	5.87e-14	61.2
WP_002808065.1	lcl|P11943-3.D.1.6.2	61.7	59.5	35.1	47	7.47e-12	56.2
WP_002808065.1	lcl|P52505-3.D.1.6.1	49.0	64.6	32.7	51	1.91e-08	47.8
WP_002808353.1	lcl|Q54710-3.D.3.5.3	83.8	100	100	160	3.22e-98	279
WP_002808353.1	lcl|Q93SX1-3.D.3.5.6	78.1	100	100	160	2.08e-94	270
WP_002808353.1	lcl|7R0W_B-3.D.3.5.7	76.3	100	100	160	9.48e-91	260
WP_002808353.1	lcl|P27589-3.E.2.2.2	76.3	100	100	160	9.48e-91	260
WP_002808353.1	lcl|P56774-3.D.3.5.2	76.9	100	100	160	1.91e-90	259
WP_007099573.1	lcl|B0CB42-5.B.4.1.2	93.8	100	100	81	4.96e-40	126
WP_007099573.1	lcl|P62090-5.B.4.1.1	88.9	100	100	81	6.77e-38	120
WP_011375837.1	lcl|Q79AV1-3.E.2.2.1	73.7	82.6	84.4	38	2.32e-14	58.9
WP_011375837.1	lcl|P56782-3.E.2.2.3	68.4	82.6	62.3	38	4.55e-12	53.5
WP_011375863.1	lcl|Q8KPP2-3.E.2.2.1	81.8	68.8	75.0	33	2.48e-14	58.9
WP_011375863.1	lcl|P62095-3.E.2.2.3	77.1	72.9	89.7	35	9.18e-14	57.4
WP_011375864.1	lcl|P56781-3.E.2.2.3	57.1	53.8	87.5	35	5.99e-10	48.5
WP_011375864.1	lcl|Q8KPP0-3.E.2.2.1	54.5	50.8	84.6	33	6.84e-09	45.8
WP_011376112.1	lcl|P41792-1.S.5.1.2	39.8	93.9	83.8	83	3.96e-12	56.2
WP_011376303.1	lcl|P61048-3.D.3.5.6	65.4	78.8	89.7	26	3.68e-08	42.4
WP_011376303.1	lcl|7R0W_H-3.D.3.5.7	57.7	78.8	89.7	26	4.31e-07	39.7
WP_011376619.1	lcl|7R0W_G-3.D.3.5.7	72.7	84.6	86.8	33	8.40e-12	52.0
WP_011376619.1	lcl|P58246-3.D.3.5.6	64.5	79.5	83.8	31	6.57e-09	44.7
WP_011376622.1	lcl|KAE8286768.1-8.A.88.2.1	40.0	70.1	17.0	75	1.39e-16	73.2
WP_011376622.1	lcl|P30101-8.A.88.2.7	31.8	80.4	17.4	88	4.75e-13	63.2
WP_011376622.1	lcl|Q96JJ7-8.A.88.2.3	35.9	70.1	16.7	78	5.65e-12	60.1
WP_011376622.1	lcl|KDB12436.1-8.A.88.2.4	31.0	76.6	18.5	84	1.96e-11	58.5
WP_011376622.1	lcl|KAG7207183.1-9.B.438.1.5	25.6	84.1	34.8	90	2.35e-10	55.1
WP_011376956.1	lcl|O97252-3.A.26.1.1	37.4	91.4	49.5	203	1.66e-30	115
WP_011376994.1	lcl|Q7WTJ2-5.B.1.3.2	41.2	96.0	26.3	97	9.83e-15	67.4
WP_011376994.1	lcl|Q66DP5-5.B.1.3.1	36.1	72.7	21.9	72	3.46e-11	57.4
WP_011817485.1	lcl|A2BTW4-9.B.150.1.3	93.0	100	99.6	244	1.70e-155	431
WP_011817485.1	lcl|Q72IY6-9.B.150.1.2	31.1	82.4	91.6	209	9.18e-29	107
WP_011817485.1	lcl|Q6MK65-9.B.150.1.4	26.7	57.0	61.6	146	2.85e-06	46.6
WP_011817487.1	lcl|P10121-3.A.5.1.1	44.7	71.1	60.4	313	6.36e-73	236
WP_011817487.1	lcl|P66842-3.A.5.2.2	41.9	70.6	70.9	308	4.23e-67	219
WP_011817487.1	lcl|O80842-3.A.5.1.2	40.8	64.3	74.9	277	3.10e-56	189
WP_011817487.1	lcl|Q8U051-3.A.5.7.2	37.0	68.8	90.7	303	1.19e-53	181
WP_011817487.1	lcl|Q5UY25-3.A.5.7.1	34.2	63.6	62.7	278	5.23e-41	150
WP_011817490.1	lcl|Q9Y5S9-3.A.18.1.1	34.8	43.3	51.1	92	3.87e-10	56.2
WP_011817490.1	lcl|P52298-9.A.60.1.1	27.0	36.5	47.4	74	3.34e-04	39.3
WP_011817494.1	lcl|MBA24612.1-8.A.192.1.4	36.4	95.5	97.1	368	5.97e-69	221
WP_011817494.1	lcl|KAF9150406.1-8.A.192.1.2	30.8	92.8	91.0	357	3.03e-40	145
WP_011817494.1	lcl|P25491-8.A.192.1.6	30.3	91.7	83.1	350	4.63e-31	121
WP_011817494.1	lcl|WP_224341048.1-8.A.192.1.5	29.3	93.0	92.5	352	3.32e-28	112
WP_011817494.1	lcl|Q9NXW2-1.P.1.1.1	59.1	17.6	17.6	66	4.50e-18	84.3
WP_011817496.1	lcl|Q93GF4-3.A.1.123.2	26.4	61.3	32.6	197	2.96e-06	48.1
WP_011817500.1	lcl|B3ET62-3.A.23.6.1	48.0	96.8	97.3	329	1.97e-96	288
WP_011817501.1	lcl|Q60337-8.A.159.1.2	27.7	89.3	94.0	321	4.86e-20	88.6
WP_011817504.1	lcl|B7TVP4-3.B.1.1.7	36.4	38.1	44.3	66	1.51e-04	39.7
WP_011817543.1	lcl|Q7V5I0-1.E.34.3.1	58.6	100	100	128	3.92e-47	147
WP_011817551.1	lcl|M2WYR6-9.A.4.2.2	45.5	76.2	42.5	77	2.54e-16	69.7
WP_011817555.1	lcl|Q6NLC1-3.A.1.203.8	33.8	78.9	82.7	588	1.02e-95	309
WP_011817555.1	lcl|H0RSU6-3.A.1.203.12	33.0	79.5	91.6	543	1.55e-89	290
WP_011817555.1	lcl|Q50614-3.A.1.203.4	32.3	80.5	87.9	573	4.20e-79	263
WP_011817555.1	lcl|O14678-3.A.1.203.9	30.9	77.6	89.4	551	2.13e-62	218
WP_011817555.1	lcl|P31826-3.A.1.203.11	28.6	79.2	93.8	542	9.66e-56	198
WP_011817559.1	lcl|KRY08793.1-8.A.51.1.3	25.8	42.9	18.6	287	9.30e-12	68.2
WP_011817559.1	lcl|WP_033531996.1-4.C.3.1.16	23.0	31.5	75.4	213	1.77e-04	43.5
WP_011817562.1	lcl|A3U437-9.B.29.2.12	51.9	92.3	96.8	243	9.72e-88	260
WP_011817562.1	lcl|Q3MB44-3.A.1.2.29	27.8	86.6	42.0	227	1.73e-21	92.8
WP_011817562.1	lcl|Q5HGY5-3.A.1.11.8	28.0	88.1	59.3	232	2.17e-19	85.9
WP_011817562.1	lcl|G4FGN3-3.A.1.2.20	30.4	87.4	44.5	230	4.03e-19	85.9
WP_011817562.1	lcl|CAI09141-3.A.1.4.15	27.5	88.5	90.1	236	5.19e-18	80.5
WP_011817567.1	lcl|Q8IM28-3.A.26.1.1	26.4	44.3	15.6	216	5.81e-10	61.2
